site,point,species,n.ind
CNP2.F,3,Furnarius rufus,1
CNP2.F,3,Camptostoma obsoletum,1
CNP2.F,3,Zonotrichia capensis,2
CNP2.F,4,Setophaga pitiayumi,1
CNP2.F,4,Saltator aurantiirostris,1
CNP2.F,4,Leptotila verreauxi,1
CNP2.F,4,Patagioenas maculosa,1
CNP2.F,4,Tarphonomus certhioides,1
CNP2.F,4,Zenaida auriculata,1
CNP2.F,4,Campylorhamphus trochilirostris,1
CNP2.F,4,Coryphistera alaudina,1
CNP2.F,4,Setophaga pitiayumi,1
CNP2.F,4,Sporagra magellanica,1
CNP2.F,4,Polioptila dumicola,2
CNP2.F,4,Stigmatura budytoides,2
CNP4.F,1,Furnarius rufus,1
CNP4.F,1,Phacellodomus sibilatrix,1
CNP4.F,1,Suiriri suiriri,3
CNP4.F,1,Milvago chimango,1
CNP4.F,1,Patagioenas maculosa,2
CNP4.F,1,Setophaga pitiayumi,3
CNP4.F,1,Patagioenas maculosa,1
CNP4.F,1,Setophaga pitiayumi,1
CNP4.F,1,Suiriri suiriri,1
CNP4.F,1,Sublegatus modestus,2
CNP4.F,1,Camptostoma obsoletum,1
CNP4.F,1,Troglodytes aedon,1
CNP4.F,1,Crypturellus tataupa,1
CNP4.F,1,Zonotrichia capensis,2
CNP4.F,1,Turdus amaurochalinus,1
CNP4.F,1,Lepidocolaptes angustirostris,1
CNP4.F,1,Myiarchus tyrannulus,2
CNP4.F,1,Furnarius rufus,1
CNP4.F,1,Glaucidium brasilianum,1
CNP4.F,1,Colaptes melanochloros,1
CNP4.F,1,Poospiza melanoleuca,1
CNP4.F,1,Polioptila dumicola,2
CNP4.F,1,Cyclarhis gujanensis,1
CNP4.F,1,Poospiza melanoleuca,1
CNP4.F,1,Saltator aurantiirostris,1
CNP4.F,2,Cacicus chrysopterus,1
CNP4.F,2,Thamnophilus caerulescens,1
CNP4.F,2,Amazona aestiva,1
CNP4.F,2,Polioptila dumicola,2
CNP4.F,2,Furnarius rufus,1
CNP4.F,2,Troglodytes aedon,1
CNP4.F,2,Setophaga pitiayumi,1
CNP4.F,2,Patagioenas picazuro,1
CNP4.F,2,Zonotrichia capensis,2
CNP4.F,2,Setophaga pitiayumi,2
CNP4.F,2,Amazona aestiva,1
CNP4.F,2,Synallaxis albescens,1
CNP4.F,2,Phacellodomus sibilatrix,2
CNP4.F,2,Zonotrichia capensis,1
CNP4.F,2,Suiriri suiriri,2
CNP4.F,2,Hylocharis chrysura,1
CNP4.F,2,Patagioenas picazuro,1
CNP4.F,2,Patagioenas maculosa,1
CNP4.F,2,Cyclarhis gujanensis,1
CNP4.F,2,Suiriri suiriri,1
CNP4.F,2,Leptotila verreauxi,1
CNP4.F,2,Polioptila dumicola,2
CNP4.F,2,Thamnophilus caerulescens,1
CNP4.F,2,Hemitriccus margaritaceiventer,1
CNP4.F,2,Suiriri suiriri,1
CNP4.F,3,Crypturellus tataupa,1
CNP4.F,3,Crypturellus tataupa,2
CNP4.F,3,Zonotrichia capensis,2
CNP4.F,3,Knipolegus striaticeps,1
CNP4.F,3,Cacicus chrysopterus,2
CNP4.F,3,Amazona aestiva,2
CNP4.F,3,Crypturellus tataupa,2
CNP4.F,3,Myiarchus tyrannulus,1
CNP4.F,3,Myiarchus tyrannulus,1
CNP4.F,3,Cyclarhis gujanensis,1
CNP4.F,3,Setophaga pitiayumi,1
CNP4.F,3,Nystalus maculatus,2
CNP4.F,3,Leptotila verreauxi,1
CNP4.F,3,Lepidocolaptes angustirostris,1
CNP4.F,3,Nystalus maculatus,1
CNP4.F,3,Poospiza melanoleuca,1
CNP4.F,3,Suiriri suiriri,2
CNP4.F,3,Colaptes melanochloros,1
CNP4.F,3,Cyclarhis gujanensis,1
CNP4.F,3,Thamnophilus caerulescens,1
CNP4.F,3,Thamnophilus caerulescens,2
CNP4.F,3,Camptostoma obsoletum,1
CNP4.F,4,Zonotrichia capensis,1
CNP4.F,4,Setophaga pitiayumi,2
CNP4.F,4,Cyclarhis gujanensis,1
CNP4.F,4,Glaucidium brasilianum,1
CNP4.F,4,Chaetura meridionalis,2
CNP4.F,4,Furnarius rufus,1
CNP4.F,4,Cyclarhis gujanensis,1
CNP4.F,4,Myrmorchilus strigilatus,2
CNP4.F,4,Rhinocrypta lanceolata,1
CNP4.F,4,Knipolegus striaticeps,1
CNP4.F,4,Poospiza melanoleuca,2
CNP4.F,4,Sublegatus modestus,1
CNP4.F,4,Setophaga pitiayumi,1
CNP4.F,4,Myiarchus tyrannulus,2
CNP4.F,4,Saltator aurantiirostris,1
CNP4.F,4,Saltatricula multicolor,1
CNP4.F,4,Crypturellus tataupa,1
CNP4.F,4,Leptotila verreauxi,1
CNP4.F,4,Campephilus leucopogon,1
CNP4.F,4,Suiriri suiriri,2
CNP4.F,4,Crypturellus tataupa,1
CNP4.F,4,Patagioenas picazuro,1
CNP4.F,4,Chlorostilbon lucidus,1
CNP4.F,4,Polioptila dumicola,2
CNP4.F,4,Myiarchus tyrannulus,1
CNP4.F,4,Sublegatus modestus,1
CNP4.F,4,Thectocercus acuticaudatus,1
CNP4.F,4,Polioptila dumicola,2
CNP5.F,1,Setophaga pitiayumi,1
CNP5.F,1,Myiarchus tyrannulus,1
CNP5.F,1,Suiriri suiriri,1
CNP5.F,1,Setophaga pitiayumi,1
CNP5.F,1,Camptostoma obsoletum,1
CNP5.F,1,Phacellodomus sibilatrix,1
CNP5.F,1,Nystalus maculatus,1
CNP5.F,1,Lepidocolaptes angustirostris,2
CNP5.F,1,Euscarthmus meloryphus,1
CNP5.F,1,Patagioenas maculosa,2
CNP5.F,1,Zonotrichia capensis,1
CNP5.F,1,Cranioleuca pyrrhophia,1
CNP5.F,1,Patagioenas picazuro,1
CNP5.F,1,Polioptila dumicola,1
CNP5.F,1,Turdus amaurochalinus,1
CNP5.F,1,Campephilus leucopogon,1
CNP5.F,1,Setophaga pitiayumi,1
CNP5.F,1,Glaucidium brasilianum,1
CNP5.F,1,Melanerpes candidus,2
CNP5.F,2,Polioptila dumicola,2
CNP5.F,2,Suiriri suiriri,1
CNP5.F,2,Suiriri suiriri,1
CNP5.F,2,Setophaga pitiayumi,2
CNP5.F,2,Zenaida auriculata,1
CNP5.F,2,Myrmorchilus strigilatus,1
CNP5.F,2,Patagioenas picazuro,1
CNP5.F,2,Crypturellus tataupa,1
CNP5.F,2,Camptostoma obsoletum,1
CNP5.F,2,Crypturellus tataupa,1
CNP5.F,2,Euscarthmus meloryphus,1
CNP5.F,2,Saltator aurantiirostris,1
CNP5.F,2,Phacellodomus sibilatrix,2
CNP5.F,2,Stigmatura budytoides,2
CNP5.F,2,Turdus amaurochalinus,1
CNP5.F,2,Zenaida auriculata,1
CNP5.F,2,Patagioenas maculosa,1
CNP5.F,2,Zonotrichia capensis,1
CNP5.F,2,Hemitriccus margaritaceiventer,1
CNP6.G,1,Phacellodomus sibilatrix,1
CNP6.G,1,Troglodytes aedon,1
CNP6.G,1,Melanopareia maximiliani,1
CNP6.G,1,Stigmatura budytoides,1
CNP6.G,1,Phacellodomus striaticollis,1
CNP6.G,1,Melanopareia maximiliani,1
CNP6.G,1,Zonotrichia capensis,1
CNP6.G,1,Euscarthmus meloryphus,1
CNP6.G,1,Saltator aurantiirostris,2
CNP6.G,1,Poospiza melanoleuca,1
CNP6.G,1,Setophaga pitiayumi,1
CNP6.G,2,Troglodytes aedon,1
CNP6.G,2,Setophaga pitiayumi,1
CNP6.G,2,Embernagra platensis,1
CNP6.G,2,Saltator aurantiirostris,1
CNP6.G,2,Agelaioides badius,3
CNP6.G,2,Euscarthmus meloryphus,1
CNP6.G,2,Myiophobus fasciatus,1
CNP6.G,2,Milvago chimango,1
CNP6.G,2,Melanopareia maximiliani,1
CNP6.G,2,Synallaxis albescens,1
CNP6.G,3,Stigmatura budytoides,2
CNP6.G,3,Euscarthmus meloryphus,1
CNP6.G,3,Melanopareia maximiliani,2
CNP6.G,3,Euscarthmus meloryphus,2
CNP6.G,3,Zonotrichia capensis,3
CNP6.G,3,Falco femoralis,1
CNP6.G,3,Crypturellus tataupa,1
CNP6.G,3,Saltatricula multicolor,1
CNP6.G,3,Hemitriccus margaritaceiventer,1
CNP6.G,3,Zonotrichia capensis,1
CNP6.G,3,Saltatricula multicolor,1
CNP6.G,3,Suiriri suiriri,3
CNP6.G,3,Melanopareia maximiliani,1
CNP6.G,3,Nothoprocta cinerascens,1
CNP6.G,3,Poospiza melanoleuca,3
CNP6.G,3,Polioptila dumicola,2
CNP6.G,3,Saltator aurantiirostris,1
CNP6.G,3,Zenaida auriculata,1
CNP6.G,3,Cyclarhis gujanensis,1
CNP6.G,3,Troglodytes aedon,1
CNP6.G,3,Lepidocolaptes angustirostris,1
CNP6.G,3,Zonotrichia capensis,1
CNP6.G,4,Crypturellus tataupa,2
CNP6.G,4,Milvago chimango,1
CNP6.G,4,Rhinocrypta lanceolata,1
CNP6.G,4,Poospiza melanoleuca,2
CNP6.G,4,Hemitriccus margaritaceiventer,1
CNP6.G,4,Saltator aurantiirostris,1
CNP6.G,4,Saltatricula multicolor,1
CNP6.G,4,Troglodytes aedon,1
CNP6.G,4,Guira guira,1
CNP6.G,4,Poospiza melanoleuca,2
CNP6.G,4,Cyclarhis gujanensis,1
CNP6.G,4,Melanopareia maximiliani,1
CNP6.G,4,Euscarthmus meloryphus,1
CNP6.G,4,Synallaxis albescens,1
CNP6.G,4,Zonotrichia capensis,2
CNP6.G,4,Pyrocephalus rubinus,1
CNP6.G,4,Stigmatura budytoides,1
CNP6.G,4,Sublegatus modestus,1
CNP6.G,4,Melanopareia maximiliani,1
CNP6.G,4,Patagioenas maculosa,1
CNP6.G,4,Patagioenas picazuro,1
CNP6.G,4,Zonotrichia capensis,1
CNP6.G,4,Suiriri suiriri,1
CNP6.G,4,Turdus amaurochalinus,1
CNP7.G,1,Poospiza melanoleuca,3
CNP7.G,1,Troglodytes aedon,1
CNP7.G,1,Rhynchospiza strigiceps,1
CNP7.G,1,Nothoprocta cinerascens,1
CNP7.G,1,Melanopareia maximiliani,1
CNP7.G,1,Zenaida auriculata,2
CNP7.G,1,Saltator aurantiirostris,1
CNP7.G,1,Cyclarhis gujanensis,1
CNP7.G,1,Crypturellus tataupa,1
CNP7.G,1,Zenaida auriculata,1
CNP7.G,1,Poospiza melanoleuca,3
CNP7.G,1,Embernagra platensis,1
CNP7.G,1,Saltatricula multicolor,1
CNP7.G,1,Euscarthmus meloryphus,1
CNP7.G,1,Nystalus maculatus,1
CNP7.G,1,Euscarthmus meloryphus,1
CNP7.G,1,Patagioenas maculosa,1
CNP7.G,1,Stigmatura budytoides,2
CNP7.G,1,Serpophaga subcristata,1
CNP7.G,1,Turdus amaurochalinus,1
CNP7.G,1,Suiriri suiriri,1
CNP7.G,1,Picumnus cirratus,1
CNP7.G,1,Rhinocrypta lanceolata,1
CNP7.G,2,Zenaida auriculata,1
CNP7.G,2,Melanopareia maximiliani,1
CNP7.G,2,Myiarchus tyrannulus,1
CNP7.G,2,Poospiza melanoleuca,2
CNP7.G,2,Euscarthmus meloryphus,2
CNP7.G,2,Chaetura meridionalis,2
CNP7.G,2,Suiriri suiriri,2
CNP7.G,2,Troglodytes aedon,1
CNP7.G,2,Coryphospingus cucullatus,2
CNP7.G,2,Zenaida auriculata,1
CNP7.G,2,Hemitriccus margaritaceiventer,1
CNP7.G,2,Stigmatura budytoides,2
CNP7.G,2,Pyrocephalus rubinus,1
CNP7.G,2,Myiarchus tyrannulus,1
CNP7.G,2,Poospiza melanoleuca,1
CNP7.G,2,Saltator aurantiirostris,1
CNP7.G,2,Nystalus maculatus,2
CNP7.G,2,Melanopareia maximiliani,1
CNP7.G,2,Stigmatura budytoides,2
CNP7.G,2,Setophaga pitiayumi,1
CNP7.G,2,Picumnus cirratus,2
CNP7.G,3,Poospiza torquata,1
CNP7.G,3,Poospiza melanoleuca,2
CNP7.G,3,Hemitriccus margaritaceiventer,1
CNP7.G,3,Saltator aurantiirostris,1
CNP7.G,3,Setophaga pitiayumi,1
CNP7.G,3,Poospiza melanoleuca,2
CNP7.G,3,Stigmatura budytoides,1
CNP7.G,3,Suiriri suiriri,1
CNP7.G,3,Hemitriccus margaritaceiventer,1
CNP7.G,3,Turdus amaurochalinus,1
CNP7.G,3,Chlorostilbon lucidus,1
CNP7.G,3,Myiarchus tyrannulus,1
CNP7.G,3,Crypturellus tataupa,1
CNP7.G,3,Stigmatura budytoides,1
CNP7.G,3,Suiriri suiriri,1
CNP7.G,3,Zenaida auriculata,1
CNP7.G,3,Saltator aurantiirostris,1
CNP7.G,4,Polioptila dumicola,2
CNP7.G,4,Camptostoma obsoletum,1
CNP7.G,4,Sublegatus modestus,1
CNP7.G,4,Saltator aurantiirostris,1
CNP7.G,4,Suiriri suiriri,2
CNP7.G,4,Stigmatura budytoides,3
CNP7.G,4,Rhynchospiza strigiceps,1
CNP7.G,4,Sublegatus modestus,2
CNP7.G,4,Poospiza melanoleuca,2
CNP7.G,4,Piranga flava,1
CNP7.G,4,Zonotrichia capensis,2
CNP7.G,4,Melanerpes candidus,1
CNP7.G,4,Setophaga pitiayumi,1
CNP7.G,4,Stigmatura budytoides,2
CNP7.G,4,Saltatricula multicolor,1
CNP7.G,4,Agelaioides badius,1
CNP7.G,4,Melanopareia maximiliani,1
CNP7.G,4,Troglodytes aedon,1
CNP7.G,4,Agelaioides badius,2
CNP7.G,4,Troglodytes aedon,1
CNP7.G,4,Hylocharis chrysura,1
CNP7.G,4,Cyclarhis gujanensis,1
CNP7.G,4,Chaetura meridionalis,1
CNP7.G,4,Myiarchus tyrannulus,1
CNP7.G,4,Sublegatus modestus,1
Colme1,1,Stigmatura budytoides,1
Colme1,1,Picumnus cirratus,1
Colme1,1,Agelaioides badius,1
Colme1,1,Columbina picui,1
Colme1,2,Rhea americana,1
Colme1,2,Myiopsitta monachus,1
Colme1,2,Embernagra platensis,1
Colme1,2,Paroaria coronata,1
Colme1,3,Saltatricula multicolor,1
Colme1,3,Zonotrichia capensis,1
Colme1,3,Myiopsitta monachus,1
Colme1,3,Zenaida auriculata,1
Colme1,4,Chlorostilbon lucidus,1
Colme1,4,Stigmatura budytoides,1
Colme1,4,Troglodytes aedon,1
Colme1,5,Paroaria coronata,1
Colme1,5,Troglodytes aedon,1
Colme1,5,Myiopsitta monachus,1
Colme1,6,Chlorostilbon lucidus,1
Colme1,6,Myiopsitta monachus,1
Colme1,6,Geranoaetus albicaudatus,1
Colme1,7,NA,0
Colme1,8,Stigmatura budytoides,1
Colme1,8,Chlorostilbon lucidus,1
Colme1,9,NA,0
Colme2,1,Myiopsitta monachus,1
Colme2,1,Drymornis bridgesii,1
Colme2,1,Saltator aurantiirostris,1
Colme2,1,Polioptila dumicola,1
Colme2,1,Serpophaga subcristata,1
Colme2,2,Chlorostilbon lucidus,1
Colme2,2,Lepidocolaptes angustirostris,1
Colme2,3,Stigmatura budytoides,1
Colme2,3,Polioptila dumicola,1
Colme2,3,Troglodytes aedon,1
Colme2,3,Hemitriccus margaritaceiventer,1
Colme2,4,Patagioenas maculosa,1
Colme2,4,Amazona aestiva,1
Colme2,4,Stigmatura budytoides,1
Colme2,4,Thamnophilus caerulescens,1
Colme2,4,Campephilus leucopogon,1
Colme2,4,Cranioleuca pyrrhophia,1
Colme2,4,Chlorostilbon lucidus,1
Colme2,4,Patagioenas picazuro,1
Colme2,4,Leptotila verreauxi,1
Colme2,5,Patagioenas maculosa,1
Colme2,5,Polioptila dumicola,1
Colme2,5,Stigmatura budytoides,1
Colme2,5,Cranioleuca pyrrhophia,1
Colme2,5,Campephilus leucopogon,1
Colme2,6,Amazona aestiva,1
Colme2,6,Patagioenas maculosa,1
Colme2,6,Polioptila dumicola,1
Colme2,6,Hemitriccus margaritaceiventer,1
Colme2,6,Chlorostilbon lucidus,1
Colme2,6,Stigmatura budytoides,1
Colme2,6,Cranioleuca pyrrhophia,1
Colme2,7,Patagioenas maculosa,1
Colme2,7,Stigmatura budytoides,1
Colme2,7,Melanopareia maximiliani,1
Colme2,7,Amazona aestiva,1
Colme2,7,Hemitriccus margaritaceiventer,1
Colme2,7,Thectocercus acuticaudatus,1
Colme2,7,Lepidocolaptes angustirostris,1
Colme2,7,Furnarius rufus,1
Colme2,7,Chunga burmeisteri,1
Colme2,7,Chlorostilbon lucidus,1
Colme2,8,Amazona aestiva,1
Colme2,8,Icterus pyrrhopterus,1
Colme2,8,Stigmatura budytoides,1
Colme2,8,Picumnus cirratus,1
Colme2,8,Poospiza melanoleuca,1
Colme2,8,Polioptila dumicola,1
Colme2,8,Campephilus leucopogon,1
Colme2,8,Thamnophilus caerulescens,1
Colme2,8,Cranioleuca pyrrhophia,1
Colme2,8,Lepidocolaptes angustirostris,1
Colme2,8,Heliomaster furcifer,1
Colme2,9,Suiriri suiriri,1
Colme2,9,Amazona aestiva,1
Colme2,9,Furnarius cristatus,1
Colme2,9,Euphonia chlorotica,1
Colme2,9,Piranga flava,1
Colme2,9,Patagioenas maculosa,1
Colme2,9,Lepidocolaptes angustirostris,1
Colorados,1,Suiriri suiriri,1
Colorados,1,Zenaida auriculata,1
Colorados,1,Patagioenas maculosa,1
Colorados,1,Drymornis bridgesii,1
Colorados,1,Patagioenas picazuro,1
Colorados,2,Patagioenas maculosa,1
Colorados,2,Drymornis bridgesii,1
Colorados,2,Myrmorchilus strigilatus,1
Colorados,2,Stigmatura budytoides,1
Colorados,2,Patagioenas picazuro,1
Colorados,2,Zenaida auriculata,1
Colorados,2,Suiriri suiriri,1
Colorados,2,Myiopsitta monachus,1
Colorados,3,Myrmorchilus strigilatus,1
Colorados,3,Suiriri suiriri,1
Colorados,3,Polioptila dumicola,1
Colorados,3,Patagioenas picazuro,1
Colorados,3,Stigmatura budytoides,1
Colorados,3,Zenaida auriculata,1
Colorados,3,Cranioleuca pyrrhophia,1
Colorados,4,Suiriri suiriri,1
Colorados,4,Myiopsitta monachus,1
Colorados,4,Zenaida auriculata,1
Colorados,4,Serpophaga subcristata,1
Colorados,4,Polioptila dumicola,1
Colorados,4,Stigmatura budytoides,1
Colorados,5,Xiphocolaptes major,1
Colorados,5,Suiriri suiriri,1
Colorados,5,Polioptila dumicola,1
Colorados,5,Drymornis bridgesii,1
Colorados,5,Furnarius cristatus,1
Colorados,5,Cyclarhis gujanensis,1
Colorados,5,Lepidocolaptes angustirostris,1
Colorados,6,Myiopsitta monachus,1
Colorados,6,Hemitriccus margaritaceiventer,1
Colorados,6,Polioptila dumicola,1
Colorados,7,Myiopsitta monachus,1
Colorados,7,Polioptila dumicola,1
Colorados,7,Saltator aurantiirostris,1
Colorados,7,Knipolegus striaticeps,1
Colorados,8,Campephilus leucopogon,1
Colorados,8,Patagioenas maculosa,1
Colorados,8,Drymornis bridgesii,1
Colorados,8,Furnarius cristatus,1
Colorados,8,Coragyps atratus,1
Colorados,8,Polioptila dumicola,1
Colorados,8,Zenaida auriculata,1
Colorados,8,Knipolegus striaticeps,1
Colorados,9,Polioptila dumicola,1
Colorados,9,Myiopsitta monachus,1
Colorados,9,Cyanocompsa brissonii,1
Colorados,9,Patagioenas maculosa,1
Colorados,9,Suiriri suiriri,1
copo1(S)_FS,4,Serpophaga subcristata,1
copo1(S)_FS,4,Pyrocephalus rubinus,1
copo1(S)_FS,4,Myiopsitta monachus,1
copo1(S)_FS,5,Guira guira,1
copo1(S)_FS,5,Ammodramus humeralis,1
copo1(S)_FS,5,Nothura maculosa,1
copo1(S)_FS,5,Mimus saturninus,1
copo1(S)_FS,5,Saltatricula multicolor,1
copo2(N),1,Drymornis bridgesii,1
copo2(N),1,Colaptes melanochloros,1
copo2(N),1,Myiarchus tyrannulus,1
copo2(N),2,Cyclarhis gujanensis,1
copo2(N),2,Troglodytes aedon,1
copo2(N),2,Suiriri suiriri,1
copo2(N),2,Piranga flava,1
copo2(N),2,Lepidocolaptes angustirostris,1
copo2(N),3,Turdus amaurochalinus,1
copo2(N),3,Drymornis bridgesii,1
copo2(N),3,Zonotrichia capensis,1
copo2(N),3,Myiarchus tyrannulus,1
copo2(N),4,Poospiza melanoleuca,1
copo2(N),4,Polioptila dumicola,1
copo2(N),4,Lepidocolaptes angustirostris,1
copo2(N),4,Suiriri suiriri,1
copo2(N),4,Cyclarhis gujanensis,1
copo2(N),4,Setophaga pitiayumi,1
copo2(N),5,Stigmatura budytoides,1
copo2(N),5,Drymornis bridgesii,1
copo2(N),5,Patagioenas maculosa,1
copo2(N),5,Polioptila dumicola,1
copo2(N),5,Furnarius rufus,1
copo2(N),5,Crypturellus tataupa,1
copo2(N),5,Poospiza melanoleuca,1
copo2(N),5,Serpophaga subcristata,1
copo2(N),5,Hemitriccus margaritaceiventer,1
copo2(N),5,Myiarchus tyrannulus,1
copo2(N),6,Poospiza melanoleuca,1
copo2(N),6,Amazona aestiva,1
copo2(N),6,Cyanocorax chrysops,1
copo2(N),6,Furnarius rufus,1
copo2(N),6,Serpophaga subcristata,1
copo2(N),6,Hemitriccus margaritaceiventer,1
copo2(N),6,Polioptila dumicola,1
copo2(N),7,Poospiza melanoleuca,1
copo2(N),7,Thamnophilus caerulescens,1
copo2(N),7,Polioptila dumicola,1
copo2(N),7,Lepidocolaptes angustirostris,1
copo2(N),7,Suiriri suiriri,1
copo2(N),7,Xiphocolaptes major,1
copo2(N),7,Myiarchus tyrannulus,1
copo2(N),7,Setophaga pitiayumi,1
copo2(N),7,Patagioenas maculosa,1
copo2(N),7,Serpophaga subcristata,1
copo2(N),7,Cranioleuca pyrrhophia,1
copo2(N),7,Piranga flava,1
copo2(N),8,Lepidocolaptes angustirostris,1
copo2(N),8,Thamnophilus caerulescens,1
copo2(N),8,Furnarius rufus,1
copo2(N),8,Hemitriccus margaritaceiventer,1
copo2(N),8,Serpophaga subcristata,1
copo2(N),8,Stigmatura budytoides,1
copo2(N),8,Leptotila verreauxi,1
copo2(N),9,Colaptes melanochloros,1
copo2(N),9,Drymornis bridgesii,1
copo2(N),9,Myiarchus tyrannulus,1
copo2(N),9,Xiphocolaptes major,1
copo2(N),9,Serpophaga subcristata,1
copo2(N),9,Thamnophilus caerulescens,1
copo2(N),9,Hemitriccus margaritaceiventer,1
copo3aibal,1,Coryphospingus cucullatus,1
copo3aibal,1,Saltator aurantiirostris,1
copo3aibal,1,Thectocercus acuticaudatus,1
copo3aibal,1,Patagioenas picazuro,1
copo3aibal,1,Furnarius rufus,1
copo3aibal,1,Troglodytes aedon,1
copo3aibal,1,Turdus amaurochalinus,1
copo3aibal,1,Guira guira,1
copo3aibal,1,Colaptes melanochloros,1
copo3aibal,2,Suiriri suiriri,1
copo3aibal,2,Cyclarhis gujanensis,1
copo3aibal,2,Patagioenas picazuro,1
copo3aibal,2,Myrmorchilus strigilatus,1
copo3aibal,2,Myiopsitta monachus,1
copo3aibal,2,Turdus amaurochalinus,1
copo3aibal,2,Patagioenas maculosa,1
copo3aibal,2,Ortalis canicollis,1
copo3aibal,3,Coryphospingus cucullatus,1
copo3aibal,3,Embernagra platensis,1
copo3aibal,3,Columbina picui,1
copo3aibal,3,Paroaria coronata,1
copo3aibal,3,Patagioenas cayennensis,1
copo3aibal,3,Elanus leucurus,1
copo3aibal,3,Troglodytes aedon,1
copo3aibal,3,Patagioenas picazuro,1
copo3aibal,3,Mimus saturninus,1
copo3aibal,4,Saltatricula multicolor,1
copo3aibal,4,Guira guira,1
copo3aibal,4,Sicalis flaveola,1
copo3aibal,4,Myiopsitta monachus,1
copo3aibal,4,Columbina picui,1
copo3aibal,4,Mimus saturninus,1
copo3aibal,4,Coryphospingus cucullatus,1
copo3aibal,4,Sporophila ruficollis,1
copo3aibal,4,Sporophila collaris,1
copo3aibal,4,Cathartes aura,1
copo3aibal,5,Coryphospingus cucullatus,1
copo3aibal,5,Amazona aestiva,1
copo3aibal,5,Patagioenas picazuro,1
copo3aibal,5,Saltator aurantiirostris,1
copo3aibal,5,Dryocopus schulzi,1
copo3aibal,5,Crypturellus tataupa,1
copo3aibal,5,Stigmatura budytoides,1
copo3aibal,5,Furnarius rufus,1
copo3aibal,5,Thamnophilus caerulescens,1
copo3aibal,5,Patagioenas maculosa,1
copo3aibal,5,Furnarius cristatus,1
copo3aibal,5,Cranioleuca pyrrhophia,1
copo3aibal,5,Pseudoseisura lophotes,1
copo3aibal,5,Drymornis bridgesii,1
copo3aibal,6,Piranga flava,1
copo3aibal,6,Thectocercus acuticaudatus,1
copo3aibal,6,Patagioenas maculosa,1
copo3aibal,6,Campylorhamphus trochilirostris,1
copo3aibal,6,Setophaga pitiayumi,1
copo3aibal,6,Saltator aurantiirostris,1
copo3aibal,6,Myrmorchilus strigilatus,1
copo3aibal,6,Troglodytes aedon,1
copo3aibal,6,Polioptila dumicola,1
copo3aibal,6,Stigmatura budytoides,1
copo3aibal,6,Furnarius cristatus,1
copo3aibal,6,Pipraeidea bonariensis,1
copo3aibal,6,Drymornis bridgesii,1
copo3aibal,7,Patagioenas picazuro,1
copo3aibal,7,Troglodytes aedon,1
copo3aibal,7,Myrmorchilus strigilatus,1
copo3aibal,7,Knipolegus striaticeps,1
copo3aibal,7,Taraba major,1
copo3aibal,7,Thamnophilus caerulescens,1
copo3aibal,7,Patagioenas maculosa,1
copo3aibal,7,Thectocercus acuticaudatus,1
copo3aibal,8,Myrmorchilus strigilatus,1
copo3aibal,8,Thectocercus acuticaudatus,1
copo3aibal,8,Ortalis canicollis,1
copo3aibal,8,Patagioenas picazuro,1
copo3aibal,8,Furnarius rufus,1
copo3aibal,8,Cyclarhis gujanensis,1
copo3aibal,8,Piranga flava,1
copo3aibal,8,Troglodytes aedon,1
copo3aibal,9,Crypturellus tataupa,1
copo3aibal,9,Patagioenas picazuro,1
copo3aibal,9,Thamnophilus caerulescens,1
copo3aibal,9,Myrmorchilus strigilatus,1
copo3aibal,9,Turdus amaurochalinus,1
copo3aibal,9,Taraba major,1
copo4agriculture,4,Patagioenas picazuro,1
copo4agriculture,4,Coryphospingus cucullatus,1
copo4agriculture,4,Patagioenas maculosa,1
copo4agriculture,4,Myiopsitta monachus,1
copo4agriculture,5,Patagioenas picazuro,1
copo4agriculture,5,Nothoprocta cinerascens,1
copo4agriculture,5,Zonotrichia capensis,1
copo4agriculture,5,Embernagra platensis,1
copo4agriculture,6,Columbina picui,1
copo4agriculture,6,Saltator aurantiirostris,1
copo4agriculture,6,Troglodytes aedon,1
copo4agriculture,6,Saltatricula multicolor,1
copo4agriculture,6,Amazona aestiva,1
copo4agriculture,6,Myiopsitta monachus,1
copo4agriculture,7,Troglodytes aedon,1
copo4agriculture,7,Nothoprocta cinerascens,1
copo4agriculture,7,Patagioenas maculosa,1
copo4agriculture,7,Melanopareia maximiliani,1
copo4agriculture,8,Patagioenas maculosa,1
copo4agriculture,8,Embernagra platensis,1
copo4agriculture,8,Coryphospingus cucullatus,1
copo4agriculture,8,Nothoprocta cinerascens,1
copo4agriculture,8,Zonotrichia capensis,1
copo4agriculture,8,Poospiza melanoleuca,1
copo4agriculture,8,Troglodytes aedon,1
copo4agriculture,8,Saltatricula multicolor,1
copo4agriculture,8,Columbina picui,1
copo4agriculture,9,Patagioenas picazuro,1
copo4agriculture,9,Crypturellus tataupa,1
copo4agriculture,9,Zonotrichia capensis,1
copo4agriculture,9,Suiriri suiriri,1
copo4agriculture,9,Patagioenas cayennensis,1
copo4agriculture,9,Thamnophilus caerulescens,1
copo4agriculture,9,Amazona aestiva,1
copo4agriculture,9,Saltator aurantiirostris,1
copo4agriculture,9,Columbina picui,1
copo4agriculture,9,Coryphospingus cucullatus,1
copo4forest,1,Rupornis magnirostris,1
copo4forest,1,Piranga flava,1
copo4forest,1,Troglodytes aedon,1
copo4forest,1,Cranioleuca pyrrhophia,1
copo4forest,1,Serpophaga subcristata,1
