site,point,species,n.ind
copo4forest,1,Thamnophilus caerulescens,1
copo4forest,1,Suiriri suiriri,1
copo4forest,1,Stigmatura budytoides,1
copo4forest,1,Nystalus maculatus,1
copo4forest,1,Poospiza melanoleuca,1
copo4forest,1,Serpophaga subcristata,1
copo4forest,2,Coryphospingus cucullatus,1
copo4forest,2,Crypturellus tataupa,1
copo4forest,2,Patagioenas maculosa,1
copo4forest,2,Stigmatura budytoides,1
copo4forest,2,Nothoprocta cinerascens,1
copo4forest,2,Campephilus leucopogon,1
copo4forest,2,Poospiza melanoleuca,1
copo4forest,2,Troglodytes aedon,1
copo4forest,2,Zonotrichia capensis,1
copo4forest,2,Thamnophilus caerulescens,1
copo4forest,2,Falco sparverius,1
copo4forest,2,Pyrocephalus rubinus,1
copo4forest,2,Patagioenas picazuro,1
copo4forest,2,Leptasthenura platensis,1
copo4forest,2,Cranioleuca pyrrhophia,1
copo4forest,2,Turdus amaurochalinus,1
copo4forest,2,Ortalis canicollis,1
copo4forest,2,Nystalus maculatus,1
copo4forest,2,Furnarius rufus,1
copo4forest,2,Cyclarhis gujanensis,1
copo4forest,2,Tapera naevia,1
copo4forest,2,Guira guira,1
copo4forest,2,Zenaida auriculata,1
copo4forest,2,Suiriri suiriri,1
copo4forest,2,Ammodramus humeralis,1
copo4forest,3,Troglodytes aedon,1
copo4forest,3,Serpophaga subcristata,1
copo4forest,3,Taraba major,1
copo4forest,3,Nothoprocta cinerascens,1
copo4forest,3,Rhynchotus rufescens,1
copo4forest,3,Saltator aurantiirostris,1
copo4forest,3,Colaptes melanochloros,1
copo4forest,3,Campephilus leucopogon,1
copo4forest,3,Coryphospingus cucullatus,1
copo4forest,3,Amazona aestiva,1
copo4forest,3,Patagioenas picazuro,1
copo4forest,3,Stigmatura budytoides,1
copo4forest,3,Crypturellus tataupa,1
copo4forest,3,Polioptila dumicola,1
copo4forest,3,Furnarius cristatus,1
copo4forest,3,Embernagra platensis,1
copo4forest,3,Syrigma sibilatrix,1
copo4forest,3,Suiriri suiriri,1
copo4forest,3,Ortalis canicollis,1
copoppg,1,Drymornis bridgesii,1
copoppg,1,Euphonia chlorotica,1
copoppg,1,Machetornis rixosa,1
copoppg,1,Melanerpes candidus,1
copoppg,1,Paroaria coronata,1
copoppg,1,Patagioenas picazuro,1
copoppg,1,Polioptila dumicola,1
copoppg,1,Serpophaga subcristata,1
copoppg,1,Troglodytes aedon,1
copoppg,1,Turdus rufiventris,1
copoppg,1,Verniliornis mixtus,1
copoppg,2,Icterus pyrrhopterus,1
copoppg,2,Suiriri suiriri,1
copoppg,2,Serpophaga subcristata,1
copoppg,2,Pitangus sulphuratus,1
copoppg,2,Poospiza melanoleuca,1
copoppg,2,Rhinocrypta lanceolata,1
copoppg,2,Coryphospingus cucullatus,1
copoppg,2,Thectocercus acuticaudatus,1
copoppg,2,Stigmatura budytoides,1
copoppg,2,Thamnophilus caerulescens,1
copoppg,2,Saltatricula multicolor,1
copoppg,2,Columbina picui,1
copoppg,2,Nystalus maculatus,1
copoppg,2,Knipolegus striaticeps,1
copoppg,2,Drymornis bridgesii,1
copoppg,2,Campylorhamphus trochilirostris,1
copoppg,3,Columbina picui,1
copoppg,3,Ortalis canicollis,1
copoppg,3,Coryphospingus cucullatus,1
copoppg,3,Troglodytes aedon,1
copoppg,3,Serpophaga subcristata,1
copoppg,3,Patagioenas maculosa,1
copoppg,3,Thectocercus acuticaudatus,1
copoppg,3,Falco sparverius,1
copoppg,3,Nothoprocta cinerascens,1
copoppg,3,Lepidocolaptes angustirostris,1
copoppg,3,Hemitriccus margaritaceiventer,1
copoppg,4,Melanerpes candidus,1
copoppg,4,Nothoprocta cinerascens,1
copoppg,4,Patagioenas picazuro,1
copoppg,4,Xiphocolaptes major,1
copoppg,5,Amazona aestiva,1
copoppg,5,Columbina picui,1
copoppg,5,Lepidocolaptes angustirostris,1
copoppg,5,Melanerpes candidus,1
copoppg,5,Patagioenas maculosa,1
copoppg,5,Phacellodomus ruber,1
copoppg,5,Pitangus sulphuratus,1
copoppg,5,Polioptila dumicola,1
copoppg,5,Suiriri suiriri,1
copoppg,5,Troglodytes aedon,1
copoppg,5,Xolmis irupero,1
copoppg,5,Zenaida auriculata,1
copoppg,6,Rupornis magnirostris,1
copoppg,6,Thectocercus acuticaudatus,1
copoppg,6,Melanerpes cactorum,1
copoppg,6,Caracara plancus,1
copoppg,6,Paroaria coronata,1
copoppg,6,Drymornis bridgesii,1
copoppg,6,Icterus pyrrhopterus,1
copoppg,6,Pitangus sulphuratus,1
copoppg,6,Zonotrichia capensis,1
copoppg,6,Coryphistera alaudina,1
copoppg,6,Coryphospingus cucullatus,1
copoppg,6,Pyrocephalus rubinus,1
copoppg,6,Saltatricula multicolor,1
copoppg,6,Pipraeidea bonariensis,1
copoppg,6,Troglodytes aedon,1
copoppg,7,Amazona aestiva,1
copoppg,7,Campephilus leucopogon,1
copoppg,7,Coragyps atratus,1
copoppg,7,Coryphistera alaudina,1
copoppg,7,Crypturellus tataupa,1
copoppg,7,Drymornis bridgesii,1
copoppg,7,Melanerpes candidus,1
copoppg,7,Myiopsitta monachus,1
copoppg,7,Patagioenas maculosa,1
copoppg,7,Patagioenas picazuro,1
copoppg,7,Suiriri suiriri,1
copoppg,7,Vanellus chilensis,1
copoppg,7,Xiphocolaptes major,1
copoppg,8,Troglodytes aedon,1
copoppg,8,Patagioenas maculosa,1
copoppg,8,Furnarius rufus,1
copoppg,8,Xiphocolaptes major,1
copoppg,8,Pitangus sulphuratus,1
copoppg,8,Crypturellus tataupa,1
copoppg,8,Patagioenas picazuro,1
copoppg,8,Myiopsitta monachus,1
copoppg,8,Ortalis canicollis,1
copoppg,8,Zenaida auriculata,1
copoppg,8,Setophaga pitiayumi,1
copoppg,8,Thectocercus acuticaudatus,1
copoppg,9,Amazona aestiva,1
copoppg,9,Rupornis magnirostris,1
copoppg,9,Drymornis bridgesii,1
copoppg,9,Setophaga pitiayumi,1
copoppg,9,Patagioenas picazuro,1
copoppg,9,Polioptila dumicola,1
copoppg,9,Serpophaga subcristata,1
copoppg,9,Stigmatura budytoides,1
copoppg,9,Suiriri suiriri,1
copoppg,9,Verniliornis mixtus,1
corimina2,1,NA,0
corimina2,2,Ammodramus humeralis,1
corimina2,2,Zenaida auriculata,1
corimina2,3,NA,0
corimina2,4,Zenaida auriculata,1
corimina2,5,Ammodramus humeralis,1
corimina2,5,Troglodytes aedon,1
corimina2,5,Zenaida auriculata,1
corimina2,6,NA,0
corimina2,7,NA,0
corimina2,8,NA,0
corimina2,9,NA,0
cornejo,1,Suiriri suiriri,1
cornejo,1,Zenaida auriculata,1
cornejo,1,Zonotrichia capensis,1
cornejo,1,Fluvicola pica,1
cornejo,1,Saltator aurantiirostris,1
cornejo,1,Piranga flava,1
cornejo,1,Setophaga pitiayumi,2
cornejo,1,Polioptila dumicola,1
cornejo,1,Thraupis sayaca,2
cornejo,1,Campylorhamphus trochilirostris,1
cornejo,1,Aramides ypecaha,1
cornejo,2,Caracara plancus,1
cornejo,2,Myiopsitta monachus,3
cornejo,2,Coryphospingus cucullatus,1
cornejo,2,Fluvicola pica,3
cornejo,2,Melanerpes cactorum,1
cornejo,2,Cyclarhis gujanensis,1
cornejo,2,Serpophaga subcristata,1
cornejo,2,Amazona aestiva,3
cornejo,2,Drymornis bridgesii,1
cornejo,2,Camptostoma obsoletum,2
cornejo,2,Serpophaga nigricans,3
cornejo,2,Taraba major,2
cornejo,2,Xiphocolaptes major,1
cornejo,2,Crotophaga ani,4
cornejo,2,Myrmorchilus strigilatus,2
cornejo,3,Phacellodomus sibilatrix,2
cornejo,3,Stigmatura budytoides,3
cornejo,3,Furnarius rufus,2
cornejo,3,Piranga flava,1
cornejo,3,Polioptila dumicola,3
cornejo,3,Sittasomus griseicapillus,1
cornejo,3,Thectocercus acuticaudatus,3
cornejo,3,Cyanocorax chrysops,3
cornejo,3,Turdus rufiventris,1
cornejo,3,Pipraeidea bonariensis,3
cornejo,3,Agelasticus thilius,1
cornejo,4,Fluvicola pica,1
cornejo,4,Setophaga pitiayumi,2
cornejo,4,Serpophaga subcristata,1
cornejo,4,Amazona aestiva,2
cornejo,4,Serpophaga nigricans,5
cornejo,4,Pipraeidea bonariensis,1
cornejo,4,Ortalis canicollis,3
cornejo,4,Euphonia chlorotica,1
cornejo,5,Zenaida auriculata,3
cornejo,5,Myiopsitta monachus,2
cornejo,5,Zonotrichia capensis,1
cornejo,5,Stigmatura budytoides,1
cornejo,5,Setophaga pitiayumi,1
cornejo,5,Polioptila dumicola,2
cornejo,5,Columbina talpacoti,1
cornejo,5,Melanerpes candidus,2
cornejo,5,Drymornis bridgesii,1
cornejo,5,Cyanocorax chrysops,5
cornejo,5,Ortalis canicollis,2
cornejo,6,Coryphospingus cucullatus,2
cornejo,6,Coryphistera alaudina,4
cornejo,6,Lepidocolaptes angustirostris,1
cornejo,6,Serpophaga subcristata,1
cornejo,6,Amazona aestiva,5
cornejo,6,Drymornis bridgesii,1
cornejo,6,Campephilus leucopogon,2
cornejo,6,Turdus amaurochalinus,1
cornejo,6,Sublegatus modestus,1
coromina1,1,Ammodramus humeralis,1
coromina1,1,Anthus lutescens,1
coromina1,1,Guira guira,1
coromina1,1,Patagioenas maculosa,1
coromina1,2,Rhynchospiza strigiceps,1
coromina1,2,Patagioenas maculosa,1
coromina1,3,Ammodramus humeralis,1
coromina1,3,Patagioenas maculosa,1
coromina1,4,Nothoprocta cinerascens,1
coromina1,4,Patagioenas maculosa,1
coromina1,4,Pitangus sulphuratus,1
coromina1,4,Troglodytes aedon,1
coromina1,4,Zenaida auriculata,1
coromina1,4,NA,0
coromina1,5,Ammodramus humeralis,1
coromina1,5,Patagioenas maculosa,1
coromina1,5,Patagioenas picazuro,1
coromina1,5,Zenaida auriculata,1
coromina1,6,NA,0
coromina1,7,NA,0
coromina1,8,NA,0
coromina1,9,NA,0
Corzuela,1,Zenaida auriculata,3
Corzuela,1,Coryphospingus cucullatus,4
Corzuela,1,Zonotrichia capensis,2
Corzuela,1,Spartonoica maluroides,3
Corzuela,1,Icterus pyrrhopterus,2
Corzuela,2,Molothrus bonariensis,9
Corzuela,2,Columbina picui,2
Corzuela,2,Troglodytes aedon,1
Corzuela,3,Zenaida auriculata,6
Corzuela,3,Falco femoralis,1
Corzuela,3,Caracara plancus,1
Corzuela,3,Patagioenas maculosa,2
Corzuela,3,Saltatricula multicolor,2
Corzuela,3,Coryphospingus cucullatus,3
Corzuela,3,Sicalis luteola,7
Corzuela,4,Molothrus bonariensis,5
Corzuela,4,Zenaida auriculata,11
Corzuela,4,Columbina picui,6
Corzuela,4,Agelaioides badius,5
Corzuela,4,Buteogallus meridionalis,1
Corzuela,4,Zonotrichia capensis,3
Corzuela,4,Sicalis luteola,3
Corzuela,5,Zenaida auriculata,4
Corzuela,5,Falco femoralis,1
Corzuela,5,Columbina picui,2
Corzuela,5,Patagioenas maculosa,5
Corzuela,5,Buteogallus meridionalis,2
Corzuela,5,Coryphospingus cucullatus,5
Corzuela,5,Zonotrichia capensis,4
Corzuela,5,Asthenes baeri,2
Corzuela,6,Zenaida auriculata,6
Corzuela,6,Pitangus sulphuratus,1
Corzuela,6,Patagioenas maculosa,2
Corzuela,6,Buteogallus meridionalis,1
Corzuela,6,Geranoaetus melanoleucus,1
Cristi1-Bos,1,Saltator coerulescens,1
Cristi1-Bos,1,Saltator aurantiirostris,1
Cristi1-Bos,1,Rupornis magnirostris,1
Cristi1-Bos,1,Zonotrichia capensis,1
Cristi1-Bos,1,Lepidocolaptes angustirostris,1
Cristi1-Bos,1,Casiornis rufus,1
Cristi1-Bos,1,Asthenes baeri,1
Cristi1-Bos,1,Coryphistera alaudina,1
Cristi1-Bos,1,Suiriri suiriri,1
Cristi1-Bos,2,Columbina picui,1
Cristi1-Bos,2,Suiriri suiriri,1
Cristi1-Bos,2,Zonotrichia capensis,1
Cristi1-Bos,2,Ortalis canicollis,1
Cristi1-Bos,2,Saltator aurantiirostris,1
Cristi1-Bos,2,Rhinocrypta lanceolata,1
Cristi1-Bos,2,Synallaxis frontalis,1
Cristi1-Bos,2,Casiornis rufus,1
Cristi1-Bos,2,Nystalus maculatus,1
Cristi1-Bos,2,Elaenia spectabilis,1
Cristi1-Bos,2,Melanerpes cactorum,1
Cristi1-Bos,2,Lepidocolaptes angustirostris,1
Cristi1-Bos,2,Cranioleuca pyrrhophia,1
Cristi1-Bos,2,Thamnophilus caerulescens,1
Cristi1-Bos,2,Myrmorchilus strigilatus,1
Cristi1-Bos,2,Turdus amaurochalinus,1
Cristi1-Bos,3,Casiornis rufus,1
Cristi1-Bos,3,Saltator coerulescens,1
Cristi1-Bos,3,Turdus amaurochalinus,1
Cristi1-Bos,3,Thamnophilus doliatus,1
Cristi1-Bos,3,Synallaxis frontalis,1
Cristi1-Bos,3,Suiriri suiriri,1
Cristi1-Bos,3,Rhinocrypta lanceolata,1
Cristi1-Bos,3,Patagioenas maculosa,1
Cristi1-Bos,3,Thraupis sayaca,1
Cristi1-Bos,3,Cyanocompsa brissonii,1
Cristi1-Bos,3,Myiopsitta monachus,1
Cristi1-Bos,3,Chlorostilbon lucidus,1
Cristi1-Bos,3,Polioptila dumicola,1
Cristi1-Bos,3,Melanerpes cactorum,1
Cristi1-Bos,3,Pitangus sulphuratus,1
Cristi1-Bos,3,Coryphistera alaudina,1
Cristi1-Bos,3,Hemitriccus margaritaceiventer,1
Cristi1-Bos,3,Elaenia spectabilis,1
Cristi1-Bos,4,Saltator coerulescens,1
Cristi1-Bos,4,Cathartes aura,1
Cristi1-Bos,4,Thraupis sayaca,1
Cristi1-Bos,4,Cyclarhis gujanensis,1
Cristi1-Bos,4,Thectocercus acuticaudatus,1
Cristi1-Bos,4,Taraba major,1
Cristi1-Bos,4,Columbina picui,1
Cristi1-Bos,4,Furnarius cristatus,1
Cristi1-Bos,4,Hemitriccus margaritaceiventer,1
Cristi1-Bos,4,Zonotrichia capensis,1
Cristi1-Bos,4,Paroaria coronata,1
Cristi1-Bos,4,Lepidocolaptes angustirostris,1
Cristi1-Bos,4,Pipraeidea bonariensis,1
Cristi1-Bos,5,Pitangus sulphuratus,1
Cristi1-Bos,5,Saltator aurantiirostris,1
Cristi1-Bos,5,Crypturellus tataupa,1
Cristi1-Bos,5,Suiriri suiriri,1
Cristi1-Bos,5,Stigmatura budytoides,1
Cristi1-Bos,5,Polioptila dumicola,1
Cristi1-Bos,5,Cranioleuca pyrrhophia,1
Cristi1-Bos,5,Turdus amaurochalinus,1
Cristi1-Bos,5,Asthenes baeri,1
Cristi1-Bos,5,Furnarius rufus,1
Cristi1-Bos,5,Hemitriccus margaritaceiventer,1
Cristi1-Bos,5,Chlorostilbon lucidus,1
Cristi1-Bos,6,Suiriri suiriri,1
Cristi1-Bos,6,Coryphistera alaudina,1
Cristi1-Bos,6,Lepidocolaptes angustirostris,1
Cristi1-Bos,6,Saltator aurantiirostris,1
Cristi1-Bos,6,Nystalus maculatus,1
Cristi1-Bos,6,Campephilus leucopogon,1
Cristi1-Bos,6,Stigmatura budytoides,1
Cristi1-Bos,6,Myiopsitta monachus,1
Cristi1-Bos,6,Cranioleuca pyrrhophia,1
Cristi1-Bos,7,Saltator coerulescens,1
Cristi1-Bos,7,Casiornis rufus,1
Cristi1-Bos,7,Zenaida auriculata,1
Cristi1-Bos,7,Saltator aurantiirostris,1
Cristi1-Bos,7,Amazona aestiva,1
Cristi1-Bos,7,Hemitriccus margaritaceiventer,1
Cristi1-Bos,8,Zenaida auriculata,1
Cristi1-Bos,8,Casiornis rufus,1
Cristi1-Bos,8,Coryphistera alaudina,1
Cristi1-Bos,8,Stigmatura budytoides,1
Cristi1-Bos,8,Knipolegus striaticeps,1
Cristi1-Bos,8,Nystalus maculatus,1
Cristi1-Bos,9,Turdus amaurochalinus,1
Cristi1-Bos,9,Saltator aurantiirostris,1
Cristi1-Bos,9,Zenaida auriculata,1
Cristi1-Bos,9,Lepidocolaptes angustirostris,1
Cristi1-Bos,9,Nystalus maculatus,1
Cristi1-Bos,9,Patagioenas picazuro,1
Cristi1-Bos,9,Hemitriccus margaritaceiventer,1
cristi2,1,Ortalis canicollis,1
cristi2,1,Saltator aurantiirostris,1
cristi2,1,Chlorostilbon lucidus,1
cristi2,1,Pseudoseisura lophotes,1
cristi2,1,Leptotila verreauxi,1
cristi2,1,Knipolegus striaticeps,1
cristi2,1,Hemitriccus margaritaceiventer,1
cristi2,1,Cranioleuca pyrrhophia,1
cristi2,1,Myiopsitta monachus,1
cristi2,1,Stigmatura budytoides,1
cristi2,1,Taraba major,1
cristi2,1,Lepidocolaptes angustirostris,1
cristi2,1,Thamnophilus caerulescens,1
cristi2,1,Melanerpes cactorum,1
cristi2,1,Rhinocrypta lanceolata,1
cristi2,2,Ortalis canicollis,1
cristi2,2,Stigmatura budytoides,1
cristi2,2,Heliomaster furcifer,1
cristi2,2,Amazona aestiva,1
cristi2,2,Thamnophilus caerulescens,1
cristi2,2,Lepidocolaptes angustirostris,1
cristi2,2,Myiopsitta monachus,1
cristi2,2,Taraba major,1
cristi2,2,Cranioleuca pyrrhophia,1
cristi2,2,Furnarius cristatus,1
cristi2,3,Saltator aurantiirostris,1
cristi2,3,Leptotila verreauxi,1
cristi2,3,Poospiza melanoleuca,1
cristi2,3,Pseudoseisura lophotes,1
cristi2,3,Amazona aestiva,1
cristi2,3,Ortalis canicollis,1
cristi2,3,Taraba major,1
cristi2,3,Lepidocolaptes angustirostris,1
cristi2,3,Thamnophilus caerulescens,1
cristi2,3,Serpophaga subcristata,1
cristi2,3,Crypturellus tataupa,1
cristi2,3,Myrmorchilus strigilatus,1
cristi2,3,Cranioleuca pyrrhophia,1
cristi2,3,Knipolegus striaticeps,1
cristi2,3,Thectocercus acuticaudatus,1
cristi2,3,Myiopsitta monachus,1
cristi2,4,Stigmatura budytoides,1
cristi2,4,Polioptila dumicola,1
cristi2,4,Ortalis canicollis,1
cristi2,4,Myiopsitta monachus,1
cristi2,4,Turdus amaurochalinus,1
cristi2,4,Chlorostilbon lucidus,1
cristi2,4,Thamnophilus caerulescens,1
cristi2,4,Amazona aestiva,1
cristi2,5,Amazona aestiva,1
cristi2,5,Saltator aurantiirostris,1
cristi2,5,Polioptila dumicola,1
cristi2,5,Hemitriccus margaritaceiventer,1
cristi2,5,Ortalis canicollis,1
cristi2,5,Cyclarhis gujanensis,1
cristi2,6,Ortalis canicollis,1
cristi2,6,Stigmatura budytoides,1
cristi2,6,Crypturellus tataupa,1
cristi2,6,Campylorhamphus trochilirostris,1
cristi2,6,Saltator aurantiirostris,1
cristi2,6,Thamnophilus caerulescens,1
cristi2,6,Melanerpes cactorum,1
cristi2,6,Cyclarhis gujanensis,1
cristi2,6,Thectocercus acuticaudatus,1
cristi2,6,Leptotila verreauxi,1
cristi2,7,Amazona aestiva,1
cristi2,7,Pseudoseisura lophotes,1
cristi2,7,Polioptila dumicola,1
cristi2,7,Cranioleuca pyrrhophia,1
cristi2,8,Stigmatura budytoides,1
cristi2,8,Saltator aurantiirostris,1
cristi2,8,Thamnophilus caerulescens,1
cristi2,8,Polioptila dumicola,1
cristi2,8,Furnarius rufus,1
cristi2,8,Cranioleuca pyrrhophia,1
cristi2,8,Heliomaster furcifer,1
cristi2,8,Lepidocolaptes angustirostris,1
cristi2,9,Amazona aestiva,1
cristi2,9,Ortalis canicollis,1
cristi2,9,Saltator aurantiirostris,1
cuebras,1,Nothura maculosa,1
cuebras,1,Suiriri suiriri,1
cuebras,1,Nothoprocta cinerascens,1
cuebras,1,Patagioenas maculosa,1
cuebras,1,Troglodytes aedon,1
cuebras,1,Xiphocolaptes major,1
cuebras,1,Furnarius rufus,1
cuebras,1,Polioptila dumicola,1
cuebras,1,Myiopsitta monachus,1
cuebras,1,Pseudoseisura lophotes,1
cuebras,1,Phytotoma rutila,1
cuebras,2,Polioptila dumicola,1
cuebras,2,Stigmatura budytoides,1
cuebras,2,Lepidocolaptes angustirostris,1
cuebras,2,Columbina picui,1
cuebras,2,Troglodytes aedon,1
cuebras,2,Myiopsitta monachus,1
cuebras,2,Patagioenas maculosa,1
cuebras,2,Nothoprocta cinerascens,1
cuebras,2,Furnarius rufus,1
cuebras,2,Suiriri suiriri,1
cuebras,2,Phacellodomus striaticollis,1
cuebras,2,Coryphospingus cucullatus,1
cuebras,2,Zenaida auriculata,1
cuebras,3,Coryphospingus cucullatus,1
cuebras,3,Zonotrichia capensis,1
cuebras,3,Phacellodomus striaticollis,1
cuebras,3,Patagioenas maculosa,1
cuebras,3,Polioptila dumicola,1
cuebras,3,Stigmatura budytoides,1
cuebras,3,Suiriri suiriri,1
cuebras,3,Pseudoseisura lophotes,1
cuebras,3,Caracara plancus,1
cuebras,3,Zenaida auriculata,1
cuebras,4,Nothoprocta cinerascens,1
cuebras,4,Patagioenas maculosa,1
cuebras,4,Suiriri suiriri,1
cuebras,4,Stigmatura budytoides,1
cuebras,4,Saltator aurantiirostris,1
cuebras,4,Coryphospingus cucullatus,1
cuebras,5,Nothoprocta cinerascens,1
cuebras,5,Stigmatura budytoides,1
cuebras,5,Zonotrichia capensis,1
cuebras,5,Coryphospingus cucullatus,1
cuebras,5,Suiriri suiriri,1
cuebras,5,Colaptes melanochloros,1
cuebras,5,Cranioleuca pyrrhophia,1
cuebras,5,Columbina picui,1
cuebras,5,Polioptila dumicola,1
cuebras,5,Chunga burmeisteri,1
cuebras,5,Saltator aurantiirostris,1
cuebras,5,Asthenes baeri,1
cuebras,5,Parabuteo unicinctus,1
cuebras,5,Troglodytes aedon,1
cuebras,6,Zonotrichia capensis,1
cuebras,6,Stigmatura budytoides,1
cuebras,6,Coryphospingus cucullatus,1
cuebras,6,Lepidocolaptes angustirostris,1
cuebras,6,Suiriri suiriri,1
cuebras,6,Nothoprocta cinerascens,1
cuebras,6,Polioptila dumicola,1
cuebras,6,Troglodytes aedon,1
cuebras,6,Phacellodomus striaticollis,1
cuebras,7,Zonotrichia capensis,1
cuebras,7,Piranga flava,1
cuebras,7,Coryphospingus cucullatus,1
cuebras,7,Patagioenas maculosa,1
cuebras,7,Caracara plancus,1
cuebras,7,Stigmatura budytoides,1
cuebras,7,Nothoprocta cinerascens,1
cuebras,7,Suiriri suiriri,1
cuebras,7,Troglodytes aedon,1
cuebras,7,Spiziapteryx circumcincta,1
cuebras,7,Furnarius cristatus,1
cuebras,7,Coryphistera alaudina,1
cuebras,8,Zonotrichia capensis,1
cuebras,8,Nothoprocta cinerascens,1
cuebras,8,Patagioenas maculosa,1
cuebras,8,Athene cunicularia,1
cuebras,8,Pitangus sulphuratus,1
cuebras,8,Stigmatura budytoides,1
cuebras,8,Suiriri suiriri,1
cuebras,8,Falco sparverius,1
cuebras,8,Accipiter striatus,1
cuebras,8,Colaptes melanochloros,1
cuebras,8,Syrigma sibilatrix,1
cuebras,8,Nystalus maculatus,1
cuebras,9,Zonotrichia capensis,1
cuebras,9,Polioptila dumicola,1
cuebras,9,Stigmatura budytoides,1
cuebras,9,Suiriri suiriri,1
cuebras,9,Furnarius rufus,1
cuebras,9,Nothoprocta cinerascens,1
cuebras,9,Columbina picui,1
cuebras,9,Saltatricula multicolor,1
cuebras,9,Poospiza melanoleuca,1
cuebras,9,Cranioleuca pyrrhophia,1
cuebras,9,Coryphistera alaudina,1
cuebras,9,Sicalis flaveola,1
Cuellar-PuP,1,Thectocercus acuticaudatus,1
Cuellar-PuP,1,Campephilus leucopogon,1
Cuellar-PuP,1,Drymornis bridgesii,1
Cuellar-PuP,1,Pseudoseisura lophotes,1
Cuellar-PuP,1,Polioptila dumicola,1
Cuellar-PuP,1,Suiriri suiriri,1
Cuellar-PuP,1,Serpophaga subcristata,1
Cuellar-PuP,1,Campylorhamphus trochilirostris,1
Cuellar-PuP,1,Troglodytes aedon,1
Cuellar-PuP,2,Thectocercus acuticaudatus,1
Cuellar-PuP,2,Zonotrichia capensis,1
Cuellar-PuP,2,Serpophaga subcristata,1
Cuellar-PuP,2,Pipraeidea bonariensis,1
Cuellar-PuP,2,Furnarius rufus,1
Cuellar-PuP,2,Chunga burmeisteri,1
Cuellar-PuP,2,Suiriri suiriri,1
Cuellar-PuP,2,Pitangus sulphuratus,1
Cuellar-PuP,2,Phytotoma rutila,1
Cuellar-PuP,2,Stigmatura budytoides,1
Cuellar-PuP,3,Pipraeidea bonariensis,1
Cuellar-PuP,3,Suiriri suiriri,1
Cuellar-PuP,3,Campephilus leucopogon,1
Cuellar-PuP,3,Zonotrichia capensis,1
Cuellar-PuP,3,Patagioenas picazuro,1
Cuellar-PuP,3,Patagioenas maculosa,1
Cuellar-PuP,3,Polioptila dumicola,1
Cuellar-PuP,4,Xiphocolaptes major,1
Cuellar-PuP,4,Stigmatura budytoides,1
Cuellar-PuP,4,Cranioleuca pyrrhophia,1
Cuellar-PuP,4,Pseudoseisura lophotes,1
Cuellar-PuP,4,Rhinocrypta lanceolata,1
Cuellar-PuP,4,Hemitriccus margaritaceiventer,1
Cuellar-PuP,4,Thectocercus acuticaudatus,1
Cuellar-PuP,5,Patagioenas maculosa,1
Cuellar-PuP,5,Rhinocrypta lanceolata,1
Cuellar-PuP,5,Thectocercus acuticaudatus,1
Cuellar-PuP,5,Pseudoseisura lophotes,1
Cuellar-PuP,5,Lepidocolaptes angustirostris,1
Cuellar-PuP,5,Stigmatura budytoides,1
Cuellar-PuP,6,Polioptila dumicola,1
Cuellar-PuP,6,Thectocercus acuticaudatus,1
Cuellar-PuP,6,Pitangus sulphuratus,1
Cuellar-PuP,6,Zonotrichia capensis,1
Cuellar-PuP,6,Campylorhamphus trochilirostris,1
Cuellar-PuP,6,Suiriri suiriri,1
Cuellar-PuP,6,Chunga burmeisteri,1
Cuellar-PuP,6,Patagioenas maculosa,1
Cuellar-PuP,6,Drymornis bridgesii,1
Cuellar-PuP,6,Icterus pyrrhopterus,1
Cuellar-PuP,6,Pipraeidea bonariensis,1
Cuellar-PuP,7,Rhinocrypta lanceolata,1
Cuellar-PuP,7,Xiphocolaptes major,1
Cuellar-PuP,7,Pseudoseisura lophotes,1
Cuellar-PuP,7,Zenaida auriculata,1
Cuellar-PuP,7,Drymornis bridgesii,1
Cuellar-PuP,7,Patagioenas picazuro,1
Cuellar-PuP,7,Coragyps atratus,1
Cuellar-PuP,7,Polioptila dumicola,1
Cuellar-PuP,7,Suiriri suiriri,1
Cuellar-PuP,8,Leptotila verreauxi,1
Cuellar-PuP,8,Patagioenas maculosa,1
Cuellar-PuP,8,Cacicus solitarius,1
Cuellar-PuP,8,Thectocercus acuticaudatus,1
Cuellar-PuP,8,Patagioenas picazuro,1
Cuellar-PuP,8,Troglodytes aedon,1
Cuellar-PuP,8,Pseudoseisura lophotes,1
Cuellar-PuP,8,Campylorhamphus trochilirostris,1
Cuellar-PuP,9,Drymornis bridgesii,1
Cuellar-PuP,9,Leptotila verreauxi,1
Cuellar-PuP,9,Ortalis canicollis,1
Cuellar-PuP,9,Patagioenas picazuro,1
Cuellar-PuP,9,Campylorhamphus trochilirostris,1
Cuellar-PuP,9,Stigmatura budytoides,1
Cuellar-PuP,9,Pseudoseisura lophotes,1
Cuellar-PuP,9,Zonotrichia capensis,1
Cuellar-PuP,9,Suiriri suiriri,1
Cuellar-PuP,9,Chunga burmeisteri,1
Cuellar-PuP,9,Xiphocolaptes major,1
Cuellar-PuP,9,Polioptila dumicola,1
Cuellar-PuP,9,Lepidocolaptes angustirostris,1
Cuellar-PuP,9,Colaptes melanochloros,1
Estrella,1,Furnarius rufus,2
Estrella,1,Melanerpes candidus,3
Estrella,1,Thectocercus acuticaudatus,5
Estrella,1,Milvago chimango,2
Estrella,1,Elanus leucurus,1
Estrella,2,Falco femoralis,2
